Ano;Linha;Estação;Mês;Fluxo
2022;Vermelha;Corinthians-Itaquera;Mar;80
2022;Vermelha;Artur Alvim;Mar;51
2022;Vermelha;Patriarca;Mar;19
2022;Vermelha;Guilhermina-Esperança;Mar;18
2022;Vermelha;Vila Matilde;Mar;23
2022;Vermelha;Penha;Mar;25
2022;Vermelha;Carrão;Mar;46
2022;Vermelha;Tatuapé;Mar;71
2022;Vermelha;Belém;Mar;33
2022;Vermelha;Bresser-Mooca;Mar;30
2022;Vermelha;Brás;Mar;78
2022;Vermelha;Pedro II;Mar;16
2022;Vermelha;Sé;Mar;178
2022;Vermelha;Anhangabaú;Mar;43
2022;Vermelha;República;Mar;104
2022;Vermelha;Santa Cecília;Mar;22
2022;Vermelha;Marechal Deodoro;Mar;25
2022;Vermelha;Palmeiras-Barra Funda;Mar;134
2022;Prata;Vila Prudente;Mar;49
2022;Prata;Oratório;Mar;5
2022;Prata;São Lucas;Mar;4
2022;Prata;Camilo Haddad;Mar;3
2022;Prata;Vila Tolstói;Mar;4
2022;Prata;Jardim Colonial;Mar;3
2021;Azul;Jabaquara;Mar;40
2021;Azul;Conceição;Mar;12
2021;Azul;São Judas;Mar;7
2021;Azul;Saúde;Mar;13
2021;Azul;Praça da Árvore;Mar;8
2021;Azul;Santa Cruz;Mar;52
2021;Azul;Vila Mariana;Mar;8
2021;Azul;Ana Rosa;Mar;35
2021;Azul;Paraíso;Mar;43
2021;Azul;Vergueiro;Mar;14
2021;Azul;São Joaquim;Mar;12
2021;Azul;Japão-Liberdade;Mar;9
2021;Azul;Sé;Mar;100
2021;Azul;São Bento;Mar;23
2021;Azul;Luz;Mar;57
2021;Azul;Tiradentes;Mar;7
2021;Azul;Armênia;Mar;12
2021;Azul;Portuguesa-Tietê;Mar;23
2021;Azul;Carandiru;Mar;5
2021;Azul;Santana;Mar;28
2021;Azul;Jardim São Paulo-Ayrton Senna;Mar;5
2021;Azul;Parada Inglesa;Mar;6
2021;Azul;Tucuruvi;Mar;30
2021;Verde;Vila Prudente;Mar;36
2021;Verde;Tamanduateí;Mar;35
2021;Verde;Sacomã;Mar;21
2021;Verde;Alto do Ipiranga;Mar;8
2021;Verde;Santos-Imigrantes;Mar;7
2021;Verde;Chácara Klabin;Mar;37
2021;Verde;Ana Rosa;Mar;30
2021;Verde;Paraíso;Mar;32
2021;Verde;Brigadeiro;Mar;20
2021;Verde;Trianon-Masp;Mar;17
2021;Verde;Consolação;Mar;40
2021;Verde;Clínicas;Mar;12
2021;Verde;Santuário N.S. de Fátima-Sumaré;Mar;4
2021;Verde;Vila Madalena;Mar;9
2021;Vermelha;Corinthians-Itaquera;Mar;46
2021;Vermelha;Artur Alvim;Mar;32
2021;Vermelha;Patriarca;Mar;11
2021;Vermelha;Guilhermina-Esperança;Mar;11
2021;Vermelha;Vila Matilde;Mar;14
2021;Vermelha;Penha;Mar;15
2021;Vermelha;Carrão;Mar;23
2021;Vermelha;Tatuapé;Mar;41
2021;Prata;Vila Prudente;Mar;27
2021;Prata;Oratório;Mar;3
2021;Prata;São Lucas;Mar;2
2021;Prata;Camilo Haddad;Mar;2
2021;Prata;Vila Tolstói;Mar;2
2021;Prata;Vila União;Mar;3
2021;Prata;Sapopemba;Mar;4
2021;Prata;São Mateus;Mar;11
2020;Azul;Jabaquara;Mar;59
2020;Azul;Conceição;Mar;25
2020;Azul;São Judas;Mar;13
2020;Azul;Saúde;Mar;24
2020;Azul;Praça da Árvore;Mar;14
2020;Azul;Santa Cruz;Mar;77
2020;Azul;Vila Mariana;Mar;17
2020;Azul;Ana Rosa;Mar;60
2020;Azul;Paraíso;Mar;75
2020;Azul;Vergueiro;Mar;23
2020;Azul;São Joaquim;Mar;31
2020;Azul;Japão-Liberdade;Mar;18
2020;Azul;Sé;Mar;156
2020;Azul;São Bento;Mar;42
2020;Azul;Luz;Mar;94
2020;Azul;Tiradentes;Mar;12
2020;Azul;Armênia;Mar;19
2020;Azul;Portuguesa-Tietê;Mar;38
2020;Azul;Carandiru;Mar;10
2020;Azul;Santana;Mar;43
2020;Azul;Jardim São Paulo-Ayrton Senna;Mar;10
2020;Azul;Parada Inglesa;Mar;10
2020;Azul;Tucuruvi;Mar;47
2020;Verde;Vila Prudente;Mar;41
2020;Verde;Tamanduateí;Mar;53
2020;Verde;Sacomã;Mar;31
2020;Verde;Alto do Ipiranga;Mar;14
2020;Verde;Santos-Imigrantes;Mar;11
2020;Verde;Chácara Klabin;Mar;55
2020;Verde;Ana Rosa;Mar;52
2020;Verde;Paraíso;Mar;53
2020;Verde;Brigadeiro;Mar;40
2020;Verde;Trianon-Masp;Mar;38
2020;Verde;Consolação;Mar;83
2020;Verde;Clínicas;Mar;18
2020;Verde;Santuário N.S. de Fátima-Sumaré;Mar;9
2020;Verde;Vila Madalena;Mar;17
2020;Vermelha;Corinthians-Itaquera;Mar;64
2020;Vermelha;Artur Alvim;Mar;45
2020;Vermelha;Patriarca;Mar;17
2020;Vermelha;Guilhermina-Esperança;Mar;17
2020;Vermelha;Vila Matilde;Mar;20
2020;Vermelha;Penha;Mar;24
2020;Vermelha;Carrão;Mar;40
2020;Vermelha;Tatuapé;Mar;59
2020;Vermelha;Belém;Mar;32
2020;Vermelha;Bresser-Mooca;Mar;29
2020;Vermelha;Brás;Mar;71
2020;Vermelha;Pedro II;Mar;16
2020;Vermelha;Sé;Mar;173
2020;Vermelha;Anhangabaú;Mar;45
2020;Vermelha;República;Mar;106
2020;Vermelha;Santa Cecília;Mar;22
2020;Vermelha;Marechal Deodoro;Mar;24
2020;Vermelha;Palmeiras-Barra Funda;Mar;136
2020;Prata;Vila Prudente;Mar;
2020;Prata;Oratório;Mar;
2020;Prata;São Lucas;Mar;
2020;Prata;Camilo Haddad;Mar;
2020;Prata;Vila Tolstói;Mar;
2020;Prata;Vila União;Mar;
2020;Prata;Jardim Planalto;Mar;
2020;Prata;Sapopemba;Mar;
2020;Prata;Fazenda da Juta;Mar;
2020;Prata;São Mateus;Mar;
2024;Azul;Jabaquara;Abr;71
2024;Azul;Conceição;Abr;30
2024;Azul;São Judas;Abr;16
2024;Azul;Saúde-Ultrafarma;Abr;27
2024;Azul;Praça da Árvore;Abr;16
2024;Azul;Santa Cruz;Abr;95
2024;Azul;Vila Mariana;Abr;22
2024;Azul;Ana Rosa;Abr;80
2024;Azul;Paraíso;Abr;100
2024;Azul;Vergueiro;Abr;27
2024;Azul;São Joaquim;Abr;35
2024;Azul;Japão-Liberdade;Abr;22
2024;Azul;Sé;Abr;174
2024;Azul;São Bento;Abr;50
2024;Azul;Luz;Abr;137
2024;Azul;Tiradentes;Abr;17
2024;Azul;Armênia;Abr;19
2024;Azul;Portuguesa-Tietê;Abr;44
2024;Azul;Carandiru;Abr;12
2024;Azul;Santana;Abr;50
2024;Azul;Jardim São Paulo-Ayrton Senna;Abr;12
2024;Azul;Parada Inglesa;Abr;13
2024;Azul;Tucuruvi;Abr;56
2024;Verde;Vila Prudente;Abr;77
2024;Verde;Tamanduateí;Abr;77
2024;Verde;Sacomã;Abr;41
2024;Verde;Alto do Ipiranga;Abr;19
2024;Verde;Santos-Imigrantes;Abr;15
2024;Verde;Chácara Klabin;Abr;85
2024;Verde;Ana Rosa;Abr;62
2024;Verde;Paraíso;Abr;65
2024;Verde;Brigadeiro;Abr;51
2024;Verde;Trianon-Masp;Abr;49
2024;Verde;Consolação;Abr;102
2024;Verde;Clínicas;Abr;22
2024;Verde;Santuário N.S. de Fátima-Sumaré;Abr;11
2024;Verde;Vila Madalena;Abr;22
2024;Vermelha;Corinthians-Itaquera;Abr;72
2024;Vermelha;Artur Alvim;Abr;55
2024;Vermelha;Patriarca-Vila Ré;Abr;22
2024;Vermelha;Guilhermina-Esperança;Abr;21
2024;Vermelha;Vila Matilde;Abr;27
2024;Vermelha;Penha-Lojas Besni;Abr;28
2024;Vermelha;Carrão-Assaí Atacadista;Abr;51
2024;Vermelha;Tatuapé;Abr;74
2024;Vermelha;Belém;Abr;37
2024;Vermelha;Bresser-Moóca;Abr;32
2024;Vermelha;Brás;Abr;75
2024;Vermelha;Pedro II;Abr;15
2024;Vermelha;Sé2;Abr;207
2024;Vermelha;Anhangaba;Abr;51
2024;Vermelha;República;Abr;122
2024;Vermelha;Santa Cecília;Abr;23
2024;Vermelha;Marechal Deodoro;Abr;26
2024;Vermelha;Palmeiras-Barra Funda;Abr;143
2024;Prata;Vila Prudente;Abr;61
2024;Prata;Oratório;Abr;7
2024;Prata;São Lucas;Abr;5
2024;Prata;Camilo Haddad;Abr;4
2024;Prata;Vila Tolstói;Abr;5
2024;Prata;Vila União;Abr;6
2024;Prata;Jardim Planalto;Abr;5
2024;Prata;Sapopemba;Abr;9
2024;Prata;Fazenda da Juta;Abr;5
2024;Prata;São Mateus;Abr;17
2024;Prata;Jardim Colonial;Abr;10
2023;Azul;Jabaquara;Abr;72
2023;Azul;Conceição;Abr;26
2023;Azul;São Judas;Abr;15
2023;Azul;Saúde;Abr;27
2023;Azul;Praça da Árvore;Abr;15
2023;Azul;Santa Cruz;Abr;91
2023;Azul;Vila Mariana;Abr;21
2023;Azul;Ana Rosa;Abr;75
2023;Azul;Paraíso;Abr;94
2023;Azul;Vergueiro;Abr;26
2023;Azul;São Joaquim;Abr;34
2023;Azul;Japão-Liberdade;Abr;22
2023;Azul;Sé;Abr;171
2023;Azul;São Bento;Abr;51
2023;Azul;Luz;Abr;130
2023;Azul;Tiradentes;Abr;16
2023;Azul;Armênia;Abr;21
2023;Azul;Portuguesa-Tietê;Abr;45
2023;Azul;Carandiru;Abr;11
2023;Azul;Santana;Abr;50
2023;Azul;Jardim São Paulo-Ayrton Senna;Abr;11
2023;Azul;Parada Inglesa;Abr;12
2023;Azul;Tucuruvi;Abr;56
2023;Vermelha;Corinthians-Itaquera;Abr;74
2023;Vermelha;Artur Alvim;Abr;55
2023;Vermelha;Patriarca;Abr;21
2023;Vermelha;Guilhermina-Esperança;Abr;21
2023;Vermelha;Vila Matilde;Abr;26
2023;Vermelha;Penha;Abr;28
2023;Vermelha;Carrão;Abr;50
2023;Vermelha;Tatuapé;Abr;76
2023;Vermelha;Belém;Abr;37
2023;Vermelha;Bresser-Mooca;Abr;32
2023;Vermelha;Brás;Abr;76
2023;Vermelha;Pedro II;Abr;15
2023;Vermelha;Sé;Abr;200
2023;Vermelha;Anhangabaú;Abr;51
2023;Vermelha;República;Abr;119
2023;Vermelha;Santa Cecília;Abr;23
2023;Vermelha;Marechal Deodoro;Abr;26
2023;Vermelha;Palmeiras-Barra Funda;Abr;134
2023;Prata;Vila Prudente;Abr;60
2023;Prata;Oratório;Abr;6
2023;Prata;São Lucas;Abr;5
2023;Prata;Camilo Haddad;Abr;4
2023;Prata;Vila Tolstói;Abr;5
2023;Prata;Vila União;Abr;6
2023;Prata;Jardim Planalto;Abr;4
2023;Prata;Sapopemba;Abr;8
2023;Prata;Fazenda da Juta;Abr;4
2023;Prata;São Mateus;Abr;17
2023;Prata;Jardim Colonial;Abr;6
2022;Azul;Jabaquara;Abr;66
2022;Azul;Conceição;Abr;24
2022;Azul;São Judas;Abr;14
2022;Azul;Saúde;Abr;25
2022;Azul;Praça da Árvore;Abr;14
2022;Azul;Santa Cruz;Abr;89
2022;Azul;Vila Mariana;Abr;19
2022;Azul;Ana Rosa;Abr;68
2022;Azul;Paraíso;Abr;84
2022;Azul;Vergueiro;Abr;24
2022;Azul;São Joaquim;Abr;24
2022;Azul;Japão-Liberdade;Abr;20
2022;Azul;Sé;Abr;168
2022;Azul;São Bento;Abr;47
2022;Azul;Luz;Abr;114
2022;Azul;Tiradentes;Abr;15
2022;Azul;Armênia;Abr;21
2022;Azul;Portuguesa-Tietê;Abr;43
2022;Azul;Carandiru;Abr;10
2022;Azul;Santana;Abr;47
2022;Azul;Jardim São Paulo-Ayrton Senna;Abr;10
2022;Azul;Parada Inglesa;Abr;11
2022;Azul;Tucuruvi;Abr;53
2022;Verde;Vila Prudente;Abr;67
2022;Verde;Tamanduateí;Abr;64
2022;Verde;Sacomã;Abr;36
2022;Verde;Alto do Ipiranga;Abr;17
2022;Verde;Santos-Imigrantes;Abr;12
2022;Verde;Chácara Klabin;Abr;66
2022;Verde;Ana Rosa;Abr;56
2022;Verde;Paraíso;Abr;58
2022;Verde;Brigadeiro;Abr;42
2022;Verde;Trianon-Masp;Abr;39
2022;Verde;Consolação;Abr;86
2022;Verde;Clínicas;Abr;19
2022;Verde;Santuário N.S. de Fátima-Sumaré;Abr;8
2022;Verde;Vila Madalena;Abr;18
2022;Vermelha;Corinthians-Itaquera;Abr;75
2022;Vermelha;Artur Alvim;Abr;52
2022;Vermelha;Patriarca;Abr;20
2022;Vermelha;Guilhermina-Esperança;Abr;19
2022;Vermelha;Vila Matilde;Abr;24
2022;Vermelha;Penha;Abr;26
2022;Vermelha;Carrão;Abr;47
2022;Vermelha;Tatuapé;Abr;71
2022;Vermelha;Belém;Abr;34
2022;Vermelha;Bresser-Mooca;Abr;31
2022;Vermelha;Brás;Abr;81
2022;Vermelha;Pedro II;Abr;16
2022;Vermelha;Sé;Abr;186
2022;Vermelha;Anhangabaú;Abr;46
2022;Vermelha;República;Abr;108
2022;Vermelha;Santa Cecília;Abr;23
2022;Vermelha;Marechal Deodoro;Abr;26
2022;Vermelha;Palmeiras-Barra Funda;Abr;139
2022;Prata;Vila Prudente;Abr;51
2022;Prata;Oratório;Abr;5
2022;Prata;São Lucas;Abr;5
2022;Prata;Camilo Haddad;Abr;3
2022;Prata;Vila Tolstói;Abr;4
2022;Prata;Jardim Colonial;Abr;4
2021;Azul;Jabaquara;Abr;39
2021;Azul;Conceição;Abr;12
2021;Azul;São Judas;Abr;7
2021;Azul;Saúde;Abr;13
2021;Azul;Praça da Árvore;Abr;8
2021;Azul;Santa Cruz;Abr;50
2021;Azul;Vila Mariana;Abr;8
2021;Azul;Ana Rosa;Abr;33
2021;Azul;Paraíso;Abr;42
2021;Azul;Vergueiro;Abr;13
2021;Azul;São Joaquim;Abr;11
2021;Azul;Japão-Liberdade;Abr;9
2021;Azul;Sé;Abr;96
2021;Azul;São Bento;Abr;23
2021;Azul;Luz;Abr;58
2021;Azul;Tiradentes;Abr;7
2021;Azul;Armênia;Abr;12
2021;Azul;Portuguesa-Tietê;Abr;22
2021;Azul;Carandiru;Abr;5
2021;Azul;Santana;Abr;27
2021;Azul;Jardim São Paulo-Ayrton Senna;Abr;4
2021;Azul;Parada Inglesa;Abr;5
2021;Azul;Tucuruvi;Abr;29
2021;Verde;Vila Prudente;Abr;35
2021;Verde;Tamanduateí;Abr;36
2021;Verde;Sacomã;Abr;20
2021;Verde;Alto do Ipiranga;Abr;8
2021;Verde;Santos-Imigrantes;Abr;7
2021;Verde;Chácara Klabin;Abr;35
2021;Verde;Ana Rosa;Abr;29
2021;Verde;Paraíso;Abr;31
2021;Verde;Brigadeiro;Abr;19
2021;Verde;Trianon-Masp;Abr;16
2021;Verde;Consolação;Abr;38
2021;Verde;Clínicas;Abr;12
2021;Verde;Santuário N.S. de Fátima-Sumaré;Abr;4
2021;Verde;Vila Madalena;Abr;8
2021;Vermelha;Corinthians-Itaquera;Abr;45
2021;Vermelha;Artur Alvim;Abr;32
2021;Vermelha;Patriarca;Abr;11
2021;Vermelha;Guilhermina-Esperança;Abr;11
2021;Vermelha;Vila Matilde;Abr;13
2021;Vermelha;Penha;Abr;15
2021;Vermelha;Carrão;Abr;22
2021;Vermelha;Tatuapé;Abr;40
2021;Prata;Vila Prudente;Abr;26
2021;Prata;Oratório;Abr;3
2021;Prata;São Lucas;Abr;2
2021;Prata;Camilo Haddad;Abr;2
2021;Prata;Vila Tolstói;Abr;2
2021;Prata;Vila União;Abr;3
2021;Prata;Sapopemba;Abr;4
2021;Prata;São Mateus;Abr;10
2020;Azul;Jabaquara;Abr;22
2020;Azul;Conceição;Abr;7
2020;Azul;São Judas;Abr;3
2020;Azul;Saúde;Abr;7
2020;Azul;Praça da Árvore;Abr;4
2020;Azul;Santa Cruz;Abr;25
2020;Azul;Vila Mariana;Abr;4
2020;Azul;Ana Rosa;Abr;18
2020;Azul;Paraíso;Abr;22
2020;Azul;Vergueiro;Abr;8
2020;Azul;São Joaquim;Abr;6
2020;Azul;Japão-Liberdade;Abr;5
2020;Azul;Sé;Abr;54
2020;Azul;São Bento;Abr;9
2020;Azul;Luz;Abr;23
2020;Azul;Tiradentes;Abr;3
2020;Azul;Armênia;Abr;6
2020;Azul;Portuguesa-Tietê;Abr;13
2020;Azul;Carandiru;Abr;3
2020;Azul;Santana;Abr;15
2020;Azul;Jardim São Paulo-Ayrton Senna;Abr;2
2020;Azul;Parada Inglesa;Abr;3
2020;Azul;Tucuruvi;Abr;15
2020;Verde;Vila Prudente;Abr;14
2020;Verde;Tamanduateí;Abr;19
2020;Verde;Sacomã;Abr;11
2020;Verde;Alto do Ipiranga;Abr;4
2020;Verde;Santos-Imigrantes;Abr;4
2020;Verde;Chácara Klabin;Abr;18
2020;Verde;Ana Rosa;Abr;15
2020;Verde;Paraíso;Abr;16
2020;Verde;Brigadeiro;Abr;10
2020;Verde;Trianon-Masp;Abr;8
2020;Verde;Consolação;Abr;21
2020;Verde;Clínicas;Abr;8
2020;Verde;Santuário N.S. de Fátima-Sumaré;Abr;2
2020;Verde;Vila Madalena;Abr;4
2020;Vermelha;Corinthians-Itaquera;Abr;27
2020;Vermelha;Artur Alvim;Abr;18
2020;Vermelha;Patriarca;Abr;6
2020;Vermelha;Guilhermina-Esperança;Abr;6
2020;Vermelha;Vila Matilde;Abr;7
2020;Vermelha;Penha;Abr;8
2020;Vermelha;Carrão;Abr;12
2020;Vermelha;Tatuapé;Abr;19
2020;Vermelha;Belém;Abr;13
2020;Vermelha;Bresser-Mooca;Abr;9
2020;Vermelha;Brás;Abr;32
2020;Vermelha;Pedro II;Abr;7
2020;Vermelha;Sé;Abr;51
2020;Vermelha;Anhangabaú;Abr;14
2020;Vermelha;República;Abr;32
2020;Vermelha;Santa Cecília;Abr;9
2020;Vermelha;Marechal Deodoro;Abr;8
2020;Vermelha;Palmeiras-Barra Funda;Abr;45
2020;Prata;Vila Prudente;Abr;
2020;Prata;Oratório;Abr;
2020;Prata;São Lucas;Abr;
2020;Prata;Camilo Haddad;Abr;
2020;Prata;Vila Tolstói;Abr;
2020;Prata;Vila União;Abr;
2020;Prata;Jardim Planalto;Abr;
2020;Prata;Sapopemba;Abr;
2020;Prata;Fazenda da Juta;Abr;
2020;Prata;São Mateus;Abr;
2024;Azul;Jabaquara;Mai;70
2024;Azul;Conceição;Mai;30
2024;Azul;São Judas;Mai;15
2024;Azul;Saúde-Ultrafarma;Mai;27
2024;Azul;Praça da Árvore;Mai;16
2024;Azul;Santa Cruz;Mai;96
2024;Azul;Vila Mariana;Mai;21
2024;Azul;Ana Rosa;Mai;80
2024;Azul;Paraíso;Mai;100
2024;Azul;Vergueiro;Mai;27
2024;Azul;São Joaquim;Mai;33
2024;Azul;Japão-Liberdade;Mai;21
2024;Azul;Sé;Mai;172
2024;Azul;São Bento;Mai;51
2024;Azul;Luz;Mai;133
2024;Azul;Tiradentes;Mai;16
2024;Azul;Armênia;Mai;19
2024;Azul;Portuguesa-Tietê;Mai;44
2024;Azul;Carandiru;Mai;12
2024;Azul;Santana;Mai;50
2024;Azul;Jardim São Paulo-Ayrton Senna;Mai;12
2024;Azul;Parada Inglesa;Mai;13
2024;Azul;Tucuruvi;Mai;56
2024;Verde;Vila Prudente;Mai;77
2024;Verde;Tamanduateí;Mai;76
2024;Verde;Sacomã;Mai;41
2024;Verde;Alto do Ipiranga;Mai;19
2024;Verde;Santos-Imigrantes;Mai;16
2024;Verde;Chácara Klabin;Mai;85
2024;Verde;Ana Rosa;Mai;61
2024;Verde;Paraíso;Mai;64
2024;Verde;Brigadeiro;Mai;50
2024;Verde;Trianon-Masp;Mai;49
2024;Verde;Consolação;Mai;100
2024;Verde;Clínicas;Mai;22
2024;Verde;Santuário N.S. de Fátima-Sumaré;Mai;11
2024;Verde;Vila Madalena;Mai;22
2024;Vermelha;Corinthians-Itaquera;Mai;73
2024;Vermelha;Artur Alvim;Mai;55
2024;Vermelha;Patriarca-Vila Ré;Mai;22
2024;Vermelha;Guilhermina-Esperança;Mai;21
2024;Vermelha;Vila Matilde;Mai;27
2024;Vermelha;Penha-Lojas Besni;Mai;28
2024;Vermelha;Carrão-Assaí Atacadista;Mai;50
2024;Vermelha;Tatuapé;Mai;74
2024;Vermelha;Belém;Mai;37
2024;Vermelha;Bresser-Moóca;Mai;31
2024;Vermelha;Brás;Mai;74
2024;Vermelha;Pedro II;Mai;15
2024;Vermelha;Sé2;Mai;205
2024;Vermelha;Anhangaba;Mai;51
2024;Vermelha;República;Mai;121
2024;Vermelha;Santa Cecília;Mai;23
2024;Vermelha;Marechal Deodoro;Mai;26
2024;Vermelha;Palmeiras-Barra Funda;Mai;136
2024;Prata;Vila Prudente;Mai;60
2024;Prata;Oratório;Mai;6
2024;Prata;São Lucas;Mai;5
2024;Prata;Camilo Haddad;Mai;4
2024;Prata;Vila Tolstói;Mai;5
2024;Prata;Vila União;Mai;6
2024;Prata;Jardim Planalto;Mai;5
2024;Prata;Sapopemba;Mai;9
2024;Prata;Fazenda da Juta;Mai;5
2024;Prata;São Mateus;Mai;17
2024;Prata;Jardim Colonial;Mai;10
2023;Azul;Jabaquara;Mai;70
2023;Azul;Conceição;Mai;26
2023;Azul;São Judas;Mai;15
2023;Azul;Saúde;Mai;27
2023;Azul;Praça da Árvore;Mai;16
2023;Azul;Santa Cruz;Mai;91
2023;Azul;Vila Mariana;Mai;20
2023;Azul;Ana Rosa;Mai;75
2023;Azul;Paraíso;Mai;94
2023;Azul;Vergueiro;Mai;26
2023;Azul;São Joaquim;Mai;32
2023;Azul;Japão-Liberdade;Mai;21
2023;Azul;Sé;Mai;170
2023;Azul;São Bento;Mai;51
2023;Azul;Luz;Mai;132
2023;Azul;Tiradentes;Mai;16
2023;Azul;Armênia;Mai;21
2023;Azul;Portuguesa-Tietê;Mai;44
2023;Azul;Carandiru;Mai;11
2023;Azul;Santana;Mai;49
2023;Azul;Jardim São Paulo-Ayrton Senna;Mai;11
2023;Azul;Parada Inglesa;Mai;12
2023;Azul;Tucuruvi;Mai;56
2023;Vermelha;Corinthians-Itaquera;Mai;73
2023;Vermelha;Artur Alvim;Mai;55
2023;Vermelha;Patriarca;Mai;21
2023;Vermelha;Guilhermina-Esperança;Mai;21
2023;Vermelha;Vila Matilde;Mai;26
2023;Vermelha;Penha;Mai;28
2023;Vermelha;Carrão;Mai;50
2023;Vermelha;Tatuapé;Mai;76
2023;Vermelha;Belém;Mai;37
2023;Vermelha;Bresser-Mooca;Mai;32
2023;Vermelha;Brás;Mai;75
2023;Vermelha;Pedro II;Mai;16
2023;Vermelha;Sé;Mai;199
2023;Vermelha;Anhangabaú;Mai;51
2023;Vermelha;República;Mai;118
2023;Vermelha;Santa Cecília;Mai;23
2023;Vermelha;Marechal Deodoro;Mai;27
2023;Vermelha;Palmeiras-Barra Funda;Mai;129
2023;Prata;Vila Prudente;Mai;60
2023;Prata;Oratório;Mai;6
2023;Prata;São Lucas;Mai;5
2023;Prata;Camilo Haddad;Mai;4
2023;Prata;Vila Tolstói;Mai;5
2023;Prata;Vila União;Mai;6
2023;Prata;Jardim Planalto;Mai;4
2023;Prata;Sapopemba;Mai;8
2023;Prata;Fazenda da Juta;Mai;4
2023;Prata;São Mateus;Mai;17
2023;Prata;Jardim Colonial;Mai;6
2022;Azul;Jabaquara;Mai;66
2022;Azul;Conceição;Mai;23
2022;Azul;São Judas;Mai;13
2022;Azul;Saúde;Mai;25
2022;Azul;Praça da Árvore;Mai;14
2022;Azul;Santa Cruz;Mai;88
2022;Azul;Vila Mariana;Mai;19
2022;Azul;Ana Rosa;Mai;68
2022;Azul;Paraíso;Mai;84
2022;Azul;Vergueiro;Mai;24
2022;Azul;São Joaquim;Mai;24
2022;Azul;Japão-Liberdade;Mai;19
2022;Azul;Sé;Mai;165
2022;Azul;São Bento;Mai;46
2022;Azul;Luz;Mai;115
2022;Azul;Tiradentes;Mai;15
2022;Azul;Armênia;Mai;21
2022;Azul;Portuguesa-Tietê;Mai;42
2022;Azul;Carandiru;Mai;10
2022;Azul;Santana;Mai;47
2022;Azul;Jardim São Paulo-Ayrton Senna;Mai;10
2022;Azul;Parada Inglesa;Mai;11
2022;Azul;Tucuruvi;Mai;52
2022;Verde;Vila Prudente;Mai;66
2022;Verde;Tamanduateí;Mai;64
2022;Verde;Sacomã;Mai;36
2022;Verde;Alto do Ipiranga;Mai;17
2022;Verde;Santos-Imigrantes;Mai;12
2022;Verde;Chácara Klabin;Mai;67
2022;Verde;Ana Rosa;Mai;56
2022;Verde;Paraíso;Mai;84
2022;Verde;Brigadeiro;Mai;42
2022;Verde;Trianon-Masp;Mai;40
2022;Verde;Consolação;Mai;87
2022;Verde;Clínicas;Mai;19
2022;Verde;Santuário N.S. de Fátima-Sumaré;Mai;9
2022;Verde;Vila Madalena;Mai;18
2022;Vermelha;Corinthians-Itaquera;Mai;73
2022;Vermelha;Artur Alvim;Mai;53
2022;Vermelha;Patriarca;Mai;19
2022;Vermelha;Guilhermina-Esperança;Mai;19
2022;Vermelha;Vila Matilde;Mai;24
2022;Vermelha;Penha;Mai;26
2022;Vermelha;Carrão;Mai;47
2022;Vermelha;Tatuapé;Mai;71
2022;Vermelha;Belém;Mai;34
2022;Vermelha;Bresser-Mooca;Mai;30
2022;Vermelha;Brás;Mai;79
2022;Vermelha;Pedro II;Mai;16
2022;Vermelha;Sé;Mai;186
2022;Vermelha;Anhangabaú;Mai;46
2022;Vermelha;República;Mai;109
2022;Vermelha;Santa Cecília;Mai;22
2022;Vermelha;Marechal Deodoro;Mai;25
2022;Vermelha;Palmeiras-Barra Funda;Mai;131
2022;Prata;Vila Prudente;Mai;51
2022;Prata;Oratório;Mai;5
2022;Prata;São Lucas;Mai;5
2022;Prata;Camilo Haddad;Mai;3
2022;Prata;Vila Tolstói;Mai;5
2022;Prata;Jardim Colonial;Mai;4
2021;Azul;Jabaquara;Mai;45
2021;Azul;Conceição;Mai;14
2021;Azul;São Judas;Mai;8
2021;Azul;Saúde;Mai;15
2021;Azul;Praça da Árvore;Mai;9
2021;Azul;Santa Cruz;Mai;58
2021;Azul;Vila Mariana;Mai;9
2021;Azul;Ana Rosa;Mai;39
2021;Azul;Paraíso;Mai;48
2021;Azul;Vergueiro;Mai;15
2021;Azul;São Joaquim;Mai;13
2021;Azul;Japão-Liberdade;Mai;11
2021;Azul;Sé;Mai;111
2021;Azul;São Bento;Mai;31
2021;Azul;Luz;Mai;68
2021;Azul;Tiradentes;Mai;8
2021;Azul;Armênia;Mai;14
2021;Azul;Portuguesa-Tietê;Mai;26
2021;Azul;Carandiru;Mai;6
2021;Azul;Santana;Mai;32
2021;Azul;Jardim São Paulo-Ayrton Senna;Mai;5
2021;Azul;Parada Inglesa;Mai;6
2021;Azul;Tucuruvi;Mai;34
2021;Verde;Vila Prudente;Mai;40
2021;Verde;Tamanduateí;Mai;40
2021;Verde;Sacomã;Mai;23
2021;Verde;Alto do Ipiranga;Mai;9
2021;Verde;Santos-Imigrantes;Mai;8
2021;Verde;Chácara Klabin;Mai;40
2021;Verde;Ana Rosa;Mai;35
2021;Verde;Paraíso;Mai;36
2021;Verde;Brigadeiro;Mai;23
2021;Verde;Trianon-Masp;Mai;19
2021;Verde;Consolação;Mai;44
2021;Verde;Clínicas;Mai;13
2021;Verde;Santuário N.S. de Fátima-Sumaré;Mai;4
2021;Verde;Vila Madalena;Mai;9
2021;Vermelha;Corinthians-Itaquera;Mai;52
2021;Vermelha;Artur Alvim;Mai;36
