Ano;Linha;Estação;Mês;Fluxo
2021;Vermelha;Patriarca;Mai;13
2021;Vermelha;Guilhermina-Esperança;Mai;12
2021;Vermelha;Vila Matilde;Mai;15
2021;Vermelha;Penha;Mai;17
2021;Vermelha;Carrão;Mai;25
2021;Vermelha;Tatuapé;Mai;47
2021;Prata;Vila Prudente;Mai;29
2021;Prata;Oratório;Mai;3
2021;Prata;São Lucas;Mai;3
2021;Prata;Camilo Haddad;Mai;2
2021;Prata;Vila Tolstói;Mai;3
2021;Prata;Vila União;Mai;3
2021;Prata;Sapopemba;Mai;5
2021;Prata;São Mateus;Mai;12
2020;Azul;Jabaquara;Mai;25
2020;Azul;Conceição;Mai;8
2020;Azul;São Judas;Mai;4
2020;Azul;Saúde;Mai;8
2020;Azul;Praça da Árvore;Mai;4
2020;Azul;Santa Cruz;Mai;28
2020;Azul;Vila Mariana;Mai;5
2020;Azul;Ana Rosa;Mai;20
2020;Azul;Paraíso;Mai;24
2020;Azul;Vergueiro;Mai;9
2020;Azul;São Joaquim;Mai;7
2020;Azul;Japão-Liberdade;Mai;6
2020;Azul;Sé;Mai;62
2020;Azul;São Bento;Mai;11
2020;Azul;Luz;Mai;29
2020;Azul;Tiradentes;Mai;4
2020;Azul;Armênia;Mai;7
2020;Azul;Portuguesa-Tietê;Mai;14
2020;Azul;Carandiru;Mai;3
2020;Azul;Santana;Mai;17
2020;Azul;Jardim São Paulo-Ayrton Senna;Mai;2
2020;Azul;Parada Inglesa;Mai;3
2020;Azul;Tucuruvi;Mai;18
2020;Verde;Vila Prudente;Mai;15
2020;Verde;Tamanduateí;Mai;21
2020;Verde;Sacomã;Mai;12
2020;Verde;Alto do Ipiranga;Mai;5
2020;Verde;Santos-Imigrantes;Mai;4
2020;Verde;Chácara Klabin;Mai;20
2020;Verde;Ana Rosa;Mai;18
2020;Verde;Paraíso;Mai;18
2020;Verde;Brigadeiro;Mai;11
2020;Verde;Trianon-Masp;Mai;9
2020;Verde;Consolação;Mai;22
2020;Verde;Clínicas;Mai;9
2020;Verde;Santuário N.S. de Fátima-Sumaré;Mai;2
2020;Verde;Vila Madalena;Mai;5
2020;Vermelha;Corinthians-Itaquera;Mai;30
2020;Vermelha;Artur Alvim;Mai;21
2020;Vermelha;Patriarca;Mai;7
2020;Vermelha;Guilhermina-Esperança;Mai;7
2020;Vermelha;Vila Matilde;Mai;8
2020;Vermelha;Penha;Mai;9
2020;Vermelha;Carrão;Mai;14
2020;Vermelha;Tatuapé;Mai;22
2020;Vermelha;Belém;Mai;14
2020;Vermelha;Bresser-Mooca;Mai;11
2020;Vermelha;Brás;Mai;38
2020;Vermelha;Pedro II;Mai;8
2020;Vermelha;Sé;Mai;58
2020;Vermelha;Anhangabaú;Mai;16
2020;Vermelha;República;Mai;36
2020;Vermelha;Santa Cecília;Mai;9
2020;Vermelha;Marechal Deodoro;Mai;9
2020;Vermelha;Palmeiras-Barra Funda;Mai;52
2020;Prata;Vila Prudente;Mai;
2020;Prata;Oratório;Mai;
2020;Prata;São Lucas;Mai;
2020;Prata;Camilo Haddad;Mai;
2020;Prata;Vila Tolstói;Mai;
2020;Prata;Vila União;Mai;
2020;Prata;Jardim Planalto;Mai;
2020;Prata;Sapopemba;Mai;
2020;Prata;Fazenda da Juta;Mai;
2020;Prata;São Mateus;Mai;
2024;Azul;Jabaquara;Jun;69
2024;Azul;Conceição;Jun;29
2024;Azul;São Judas;Jun;15
2024;Azul;Saúde-Ultrafarma;Jun;27
2024;Azul;Praça da Árvore;Jun;16
2024;Azul;Santa Cruz;Jun;95
2024;Azul;Vila Mariana;Jun;20
2024;Azul;Ana Rosa;Jun;78
2024;Azul;Paraíso;Jun;97
2024;Azul;Vergueiro;Jun;26
2024;Azul;São Joaquim;Jun;28
2024;Azul;Japão-Liberdade;Jun;21
2024;Azul;Sé;Jun;171
2024;Azul;São Bento;Jun;53
2024;Azul;Luz;Jun;130
2024;Azul;Tiradentes;Jun;16
2024;Azul;Armênia;Jun;19
2024;Azul;Portuguesa-Tietê;Jun;45
2024;Azul;Carandiru;Jun;12
2024;Azul;Santana;Jun;49
2024;Azul;Jardim São Paulo-Ayrton Senna;Jun;11
2024;Azul;Parada Inglesa;Jun;13
2024;Azul;Tucuruvi;Jun;56
2024;Verde;Vila Prudente;Jun;78
2024;Verde;Tamanduateí;Jun;76
2024;Verde;Sacomã;Jun;40
2024;Verde;Alto do Ipiranga;Jun;18
2024;Verde;Santos-Imigrantes;Jun;15
2024;Verde;Chácara Klabin;Jun;83
2024;Verde;Ana Rosa;Jun;61
2024;Verde;Paraíso;Jun;63
2024;Verde;Brigadeiro;Jun;51
2024;Verde;Trianon-Masp;Jun;44
2024;Verde;Consolação;Jun;97
2024;Verde;Clínicas;Jun;21
2024;Verde;Santuário N.S. de Fátima-Sumaré;Jun;10
2024;Verde;Vila Madalena;Jun;21
2024;Vermelha;Corinthians-Itaquera;Jun;73
2024;Vermelha;Artur Alvim;Jun;56
2024;Vermelha;Patriarca-Vila Ré;Jun;22
2024;Vermelha;Guilhermina-Esperança;Jun;21
2024;Vermelha;Vila Matilde;Jun;27
2024;Vermelha;Penha-Lojas Besni;Jun;28
2024;Vermelha;Carrão-Assaí Atacadista;Jun;46
2024;Vermelha;Tatuapé;Jun;75
2024;Vermelha;Belém;Jun;37
2024;Vermelha;Bresser-Moóca;Jun;30
2024;Vermelha;Brás;Jun;76
2024;Vermelha;Pedro II;Jun;15
2024;Vermelha;Sé2;Jun;202
2024;Vermelha;Anhangaba;Jun;51
2024;Vermelha;República;Jun;120
2024;Vermelha;Santa Cecília;Jun;23
2024;Vermelha;Marechal Deodoro;Jun;26
2024;Vermelha;Palmeiras-Barra Funda;Jun;132
2024;Prata;Vila Prudente;Jun;60
2024;Prata;Oratório;Jun;7
2024;Prata;São Lucas;Jun;5
2024;Prata;Camilo Haddad;Jun;4
2024;Prata;Vila Tolstói;Jun;5
2024;Prata;Vila União;Jun;6
2024;Prata;Jardim Planalto;Jun;5
2024;Prata;Sapopemba;Jun;9
2024;Prata;Fazenda da Juta;Jun;4
2024;Prata;São Mateus;Jun;17
2024;Prata;Jardim Colonial;Jun;10
2023;Azul;Jabaquara;Jun;68
2023;Azul;Conceição;Jun;25
2023;Azul;São Judas;Jun;15
2023;Azul;Saúde;Jun;27
2023;Azul;Praça da Árvore;Jun;15
2023;Azul;Santa Cruz;Jun;90
2023;Azul;Vila Mariana;Jun;19
2023;Azul;Ana Rosa;Jun;73
2023;Azul;Paraíso;Jun;90
2023;Azul;Vergueiro;Jun;25
2023;Azul;São Joaquim;Jun;27
2023;Azul;Japão-Liberdade;Jun;21
2023;Azul;Sé;Jun;167
2023;Azul;São Bento;Jun;52
2023;Azul;Luz;Jun;128
2023;Azul;Tiradentes;Jun;15
2023;Azul;Armênia;Jun;20
2023;Azul;Portuguesa-Tietê;Jun;45
2023;Azul;Carandiru;Jun;11
2023;Azul;Santana;Jun;49
2023;Azul;Jardim São Paulo-Ayrton Senna;Jun;11
2023;Azul;Parada Inglesa;Jun;12
2023;Azul;Tucuruvi;Jun;54
2023;Vermelha;Corinthians-Itaquera;Jun;72
2023;Vermelha;Artur Alvim;Jun;54
2023;Vermelha;Patriarca;Jun;21
2023;Vermelha;Guilhermina-Esperança;Jun;20
2023;Vermelha;Vila Matilde;Jun;26
2023;Vermelha;Penha;Jun;27
2023;Vermelha;Carrão;Jun;44
2023;Vermelha;Tatuapé;Jun;75
2023;Vermelha;Belém;Jun;37
2023;Vermelha;Bresser-Mooca;Jun;30
2023;Vermelha;Brás;Jun;75
2023;Vermelha;Pedro II;Jun;15
2023;Vermelha;Sé;Jun;195
2023;Vermelha;Anhangabaú;Jun;51
2023;Vermelha;República;Jun;118
2023;Vermelha;Santa Cecília;Jun;23
2023;Vermelha;Marechal Deodoro;Jun;26
2023;Vermelha;Palmeiras-Barra Funda;Jun;124
2023;Prata;Vila Prudente;Jun;57
2023;Prata;Oratório;Jun;6
2023;Prata;São Lucas;Jun;5
2023;Prata;Camilo Haddad;Jun;4
2023;Prata;Vila Tolstói;Jun;5
2023;Prata;Vila União;Jun;6
2023;Prata;Jardim Planalto;Jun;4
2023;Prata;Sapopemba;Jun;8
2023;Prata;Fazenda da Juta;Jun;4
2023;Prata;São Mateus;Jun;17
2023;Prata;Jardim Colonial;Jun;6
2022;Azul;Jabaquara;Jun;64
2022;Azul;Conceição;Jun;22
2022;Azul;São Judas;Jun;13
2022;Azul;Saúde;Jun;24
2022;Azul;Praça da Árvore;Jun;14
2022;Azul;Santa Cruz;Jun;86
2022;Azul;Vila Mariana;Jun;17
2022;Azul;Ana Rosa;Jun;66
2022;Azul;Paraíso;Jun;81
2022;Azul;Vergueiro;Jun;22
2022;Azul;São Joaquim;Jun;22
2022;Azul;Japão-Liberdade;Jun;18
2022;Azul;Sé;Jun;161
2022;Azul;São Bento;Jun;46
2022;Azul;Luz;Jun;111
2022;Azul;Tiradentes;Jun;14
2022;Azul;Armênia;Jun;20
2022;Azul;Portuguesa-Tietê;Jun;41
2022;Azul;Carandiru;Jun;10
2022;Azul;Santana;Jun;43
2022;Azul;Jardim São Paulo-Ayrton Senna;Jun;10
2022;Azul;Parada Inglesa;Jun;11
2022;Azul;Tucuruvi;Jun;51
2022;Verde;Vila Prudente;Jun;65
2022;Verde;Tamanduateí;Jun;63
2022;Verde;Sacomã;Jun;35
2022;Verde;Alto do Ipiranga;Jun;16
2022;Verde;Santos-Imigrantes;Jun;12
2022;Verde;Chácara Klabin;Jun;66
2022;Verde;Ana Rosa;Jun;54
2022;Verde;Paraíso;Jun;56
2022;Verde;Brigadeiro;Jun;41
2022;Verde;Trianon-Masp;Jun;38
2022;Verde;Consolação;Jun;82
2022;Verde;Clínicas;Jun;18
2022;Verde;Santuário N.S. de Fátima-Sumaré;Jun;8
2022;Verde;Vila Madalena;Jun;17
2022;Vermelha;Corinthians-Itaquera;Jun;72
2022;Vermelha;Artur Alvim;Jun;51
2022;Vermelha;Patriarca;Jun;19
2022;Vermelha;Guilhermina-Esperança;Jun;19
2022;Vermelha;Vila Matilde;Jun;23
2022;Vermelha;Penha;Jun;26
2022;Vermelha;Carrão;Jun;42
2022;Vermelha;Tatuapé;Jun;70
2022;Vermelha;Belém;Jun;34
2022;Vermelha;Bresser-Mooca;Jun;29
2022;Vermelha;Brás;Jun;77
2022;Vermelha;Pedro II;Jun;15
2022;Vermelha;Sé;Jun;179
2022;Vermelha;Anhangabaú;Jun;44
2022;Vermelha;República;Jun;107
2022;Vermelha;Santa Cecília;Jun;21
2022;Vermelha;Marechal Deodoro;Jun;25
2022;Vermelha;Palmeiras-Barra Funda;Jun;130
2022;Prata;Vila Prudente;Jun;50
2022;Prata;Oratório;Jun;5
2022;Prata;São Lucas;Jun;5
2022;Prata;Camilo Haddad;Jun;3
2022;Prata;Vila Tolstói;Jun;5
2022;Prata;Jardim Colonial;Jun;4
2021;Azul;Jabaquara;Jun;46
2021;Azul;Conceição;Jun;15
2021;Azul;São Judas;Jun;9
2021;Azul;Saúde;Jun;16
2021;Azul;Praça da Árvore;Jun;9
2021;Azul;Santa Cruz;Jun;61
2021;Azul;Vila Mariana;Jun;10
2021;Azul;Ana Rosa;Jun;41
2021;Azul;Paraíso;Jun;50
2021;Azul;Vergueiro;Jun;16
2021;Azul;São Joaquim;Jun;14
2021;Azul;Japão-Liberdade;Jun;12
2021;Azul;Sé;Jun;116
2021;Azul;São Bento;Jun;33
2021;Azul;Luz;Jun;69
2021;Azul;Tiradentes;Jun;8
2021;Azul;Armênia;Jun;14
2021;Azul;Portuguesa-Tietê;Jun;27
2021;Azul;Carandiru;Jun;6
2021;Azul;Santana;Jun;32
2021;Azul;Jardim São Paulo-Ayrton Senna;Jun;6
2021;Azul;Parada Inglesa;Jun;7
2021;Azul;Tucuruvi;Jun;35
2021;Verde;Vila Prudente;Jun;40
2021;Verde;Tamanduateí;Jun;43
2021;Verde;Sacomã;Jun;24
2021;Verde;Alto do Ipiranga;Jun;9
2021;Verde;Santos-Imigrantes;Jun;8
2021;Verde;Chácara Klabin;Jun;43
2021;Verde;Ana Rosa;Jun;36
2021;Verde;Paraíso;Jun;37
2021;Verde;Brigadeiro;Jun;24
2021;Verde;Trianon-Masp;Jun;20
2021;Verde;Consolação;Jun;47
2021;Verde;Clínicas;Jun;13
2021;Verde;Santuário N.S. de Fátima-Sumaré;Jun;5
2021;Verde;Vila Madalena;Jun;10
2021;Vermelha;Corinthians-Itaquera;Jun;53
2021;Vermelha;Artur Alvim;Jun;37
2021;Vermelha;Patriarca;Jun;13
2021;Vermelha;Guilhermina-Esperança;Jun;13
2021;Vermelha;Vila Matilde;Jun;16
2021;Vermelha;Penha;Jun;18
2021;Vermelha;Carrão;Jun;26
2021;Vermelha;Tatuapé;Jun;49
2021;Prata;Vila Prudente;Jun;28
2021;Prata;Oratório;Jun;3
2021;Prata;São Lucas;Jun;3
2021;Prata;Camilo Haddad;Jun;2
2021;Prata;Vila Tolstói;Jun;3
2021;Prata;Vila União;Jun;3
2021;Prata;Sapopemba;Jun;5
2021;Prata;São Mateus;Jun;12
2020;Azul;Jabaquara;Jun;29
2020;Azul;Conceição;Jun;10
2020;Azul;São Judas;Jun;5
2020;Azul;Saúde;Jun;10
2020;Azul;Praça da Árvore;Jun;5
2020;Azul;Santa Cruz;Jun;34
2020;Azul;Vila Mariana;Jun;6
2020;Azul;Ana Rosa;Jun;23
2020;Azul;Paraíso;Jun;29
2020;Azul;Vergueiro;Jun;10
2020;Azul;São Joaquim;Jun;8
2020;Azul;Japão-Liberdade;Jun;7
2020;Azul;Sé;Jun;76
2020;Azul;São Bento;Jun;18
2020;Azul;Luz;Jun;39
2020;Azul;Tiradentes;Jun;5
2020;Azul;Armênia;Jun;8
2020;Azul;Portuguesa-Tietê;Jun;17
2020;Azul;Carandiru;Jun;4
2020;Azul;Santana;Jun;21
2020;Azul;Jardim São Paulo-Ayrton Senna;Jun;3
2020;Azul;Parada Inglesa;Jun;4
2020;Azul;Tucuruvi;Jun;22
2020;Verde;Vila Prudente;Jun;19
2020;Verde;Tamanduateí;Jun;25
2020;Verde;Sacomã;Jun;15
2020;Verde;Alto do Ipiranga;Jun;6
2020;Verde;Santos-Imigrantes;Jun;5
2020;Verde;Chácara Klabin;Jun;24
2020;Verde;Ana Rosa;Jun;22
2020;Verde;Paraíso;Jun;22
2020;Verde;Brigadeiro;Jun;14
2020;Verde;Trianon-Masp;Jun;11
2020;Verde;Consolação;Jun;27
2020;Verde;Clínicas;Jun;9
2020;Verde;Santuário N.S. de Fátima-Sumaré;Jun;3
2020;Verde;Vila Madalena;Jun;5
2020;Vermelha;Corinthians-Itaquera;Jun;35
2020;Vermelha;Artur Alvim;Jun;25
2020;Vermelha;Patriarca;Jun;8
2020;Vermelha;Guilhermina-Esperança;Jun;8
2020;Vermelha;Vila Matilde;Jun;10
2020;Vermelha;Penha;Jun;12
2020;Vermelha;Carrão;Jun;16
2020;Vermelha;Tatuapé;Jun;27
2020;Vermelha;Belém;Jun;16
2020;Vermelha;Bresser-Mooca;Jun;13
2020;Vermelha;Brás;Jun;48
2020;Vermelha;Pedro II;Jun;9
2020;Vermelha;Sé;Jun;73
2020;Vermelha;Anhangabaú;Jun;19
2020;Vermelha;República;Jun;44
2020;Vermelha;Santa Cecília;Jun;11
2020;Vermelha;Marechal Deodoro;Jun;11
2020;Vermelha;Palmeiras-Barra Funda;Jun;62
2020;Prata;Vila Prudente;Jun;13
2020;Prata;Oratório;Jun;2
2020;Prata;São Lucas;Jun;1
2020;Prata;Camilo Haddad;Jun;1
2020;Prata;Vila Tolstói;Jun;1
2020;Prata;Vila União;Jun;2
2020;Prata;Jardim Planalto;Jun;4
2020;Prata;Sapopemba;Jun;2
2020;Prata;Fazenda da Juta;Jun;1
2020;Prata;São Mateus;Jun;5
2024;Azul;Jabaquara;Jul;65
2024;Azul;Conceição;Jul;27
2024;Azul;São Judas;Jul;15
2024;Azul;Saúde-Ultrafarma;Jul;25
2024;Azul;Praça da Árvore;Jul;14
2024;Azul;Santa Cruz;Jul;88
2024;Azul;Vila Mariana;Jul;16
2024;Azul;Ana Rosa;Jul;72
2024;Azul;Paraíso;Jul;89
2024;Azul;Vergueiro;Jul;24
2024;Azul;São Joaquim;Jul;20
2024;Azul;Japão-Liberdade;Jul;22
2024;Azul;Sé;Jul;160
2024;Azul;São Bento;Jul;53
2024;Azul;Luz;Jul;119
2024;Azul;Tiradentes;Jul;13
2024;Azul;Armênia;Jul;18
2024;Azul;Portuguesa-Tietê;Jul;44
2024;Azul;Carandiru;Jul;11
2024;Azul;Santana;Jul;46
2024;Azul;Jardim São Paulo-Ayrton Senna;Jul;10
2024;Azul;Parada Inglesa;Jul;12
2024;Azul;Tucuruvi;Jul;53
2024;Verde;Vila Prudente;Jul;72
2024;Verde;Tamanduateí;Jul;72
2024;Verde;Sacomã;Jul;38
2024;Verde;Alto do Ipiranga;Jul;16
2024;Verde;Santos-Imigrantes;Jul;14
2024;Verde;Chácara Klabin;Jul;78
2024;Verde;Ana Rosa;Jul;56
2024;Verde;Paraíso;Jul;58
2024;Verde;Brigadeiro;Jul;48
2024;Verde;Trianon-Masp;Jul;43
2024;Verde;Consolação;Jul;89
2024;Verde;Clínicas;Jul;20
2024;Verde;Santuário N.S. de Fátima-Sumaré;Jul;9
2024;Verde;Vila Madalena;Jul;20
2024;Vermelha;Corinthians-Itaquera;Jul;70
2024;Vermelha;Artur Alvim;Jul;52
2024;Vermelha;Patriarca-Vila Ré;Jul;21
2024;Vermelha;Guilhermina-Esperança;Jul;20
2024;Vermelha;Vila Matilde;Jul;25
2024;Vermelha;Penha-Lojas Besni;Jul;25
2024;Vermelha;Carrão-Assaí Atacadista;Jul;39
2024;Vermelha;Tatuapé;Jul;66
2024;Vermelha;Belém;Jul;35
2024;Vermelha;Bresser-Moóca;Jul;27
2024;Vermelha;Brás;Jul;74
2024;Vermelha;Pedro II;Jul;15
2024;Vermelha;Sé2;Jul;188
2024;Vermelha;Anhangaba;Jul;49
2024;Vermelha;República;Jul;115
2024;Vermelha;Santa Cecília;Jul;21
2024;Vermelha;Marechal Deodoro;Jul;24
2024;Vermelha;Palmeiras-Barra Funda;Jul;123
2024;Prata;Vila Prudente;Jul;55
2024;Prata;Oratório;Jul;7
2024;Prata;São Lucas;Jul;5
2024;Prata;Camilo Haddad;Jul;3
2024;Prata;Vila Tolstói;Jul;5
2024;Prata;Vila União;Jul;5
2024;Prata;Jardim Planalto;Jul;4
2024;Prata;Sapopemba;Jul;8
2024;Prata;Fazenda da Juta;Jul;4
2024;Prata;São Mateus;Jul;16
2024;Prata;Jardim Colonial;Jul;10
2023;Azul;Jabaquara;Jul;66
2023;Azul;Conceição;Jul;23
2023;Azul;São Judas;Jul;14
2023;Azul;Saúde;Jul;24
2023;Azul;Praça da Árvore;Jul;14
2023;Azul;Santa Cruz;Jul;86
2023;Azul;Vila Mariana;Jul;15
2023;Azul;Ana Rosa;Jul;68
2023;Azul;Paraíso;Jul;85
2023;Azul;Vergueiro;Jul;23
2023;Azul;São Joaquim;Jul;19
2023;Azul;Japão-Liberdade;Jul;22
2023;Azul;Sé;Jul;159
2023;Azul;São Bento;Jul;53
2023;Azul;Luz;Jul;122
2023;Azul;Tiradentes;Jul;12
2023;Azul;Armênia;Jul;18
2023;Azul;Portuguesa-Tietê;Jul;44
2023;Azul;Carandiru;Jul;10
2023;Azul;Santana;Jul;45
2023;Azul;Jardim São Paulo-Ayrton Senna;Jul;10
2023;Azul;Parada Inglesa;Jul;11
2023;Azul;Tucuruvi;Jul;52
2023;Vermelha;Corinthians-Itaquera;Jul;69
2023;Vermelha;Artur Alvim;Jul;51
2023;Vermelha;Patriarca;Jul;20
2023;Vermelha;Guilhermina-Esperança;Jul;19
2023;Vermelha;Vila Matilde;Jul;24
2023;Vermelha;Penha;Jul;25
2023;Vermelha;Carrão;Jul;39
2023;Vermelha;Tatuapé;Jul;72
2023;Vermelha;Belém;Jul;35
2023;Vermelha;Bresser-Mooca;Jul;27
2023;Vermelha;Brás;Jul;73
2023;Vermelha;Pedro II;Jul;15
2023;Vermelha;Sé;Jul;184
2023;Vermelha;Anhangabaú;Jul;49
2023;Vermelha;República;Jul;113
2023;Vermelha;Santa Cecília;Jul;21
2023;Vermelha;Marechal Deodoro;Jul;24
2023;Vermelha;Palmeiras-Barra Funda;Jul;121
2023;Prata;Vila Prudente;Jul;55
2023;Prata;Oratório;Jul;6
2023;Prata;São Lucas;Jul;5
2023;Prata;Camilo Haddad;Jul;3
2023;Prata;Vila Tolstói;Jul;5
2023;Prata;Vila União;Jul;5
2023;Prata;Jardim Planalto;Jul;4
2023;Prata;Sapopemba;Jul;8
2023;Prata;Fazenda da Juta;Jul;4
2023;Prata;São Mateus;Jul;16
2023;Prata;Jardim Colonial;Jul;5
2022;Azul;Jabaquara;Jul;64
2022;Azul;Conceição;Jul;21
2022;Azul;São Judas;Jul;13
2022;Azul;Saúde;Jul;23
2022;Azul;Praça da Árvore;Jul;13
2022;Azul;Santa Cruz;Jul;84
2022;Azul;Vila Mariana;Jul;14
2022;Azul;Ana Rosa;Jul;62
2022;Azul;Paraíso;Jul;77
2022;Azul;Vergueiro;Jul;21
2022;Azul;São Joaquim;Jul;18
2022;Azul;Japão-Liberdade;Jul;20
2022;Azul;Sé;Jul;155
2022;Azul;São Bento;Jul;46
2022;Azul;Luz;Jul;111
2022;Azul;Tiradentes;Jul;12
2022;Azul;Armênia;Jul;19
2022;Azul;Portuguesa-Tietê;Jul;44
2022;Azul;Carandiru;Jul;9
2022;Azul;Santana;Jul;44
2022;Azul;Jardim São Paulo-Ayrton Senna;Jul;9
2022;Azul;Parada Inglesa;Jul;10
2022;Azul;Tucuruvi;Jul;49
2022;Verde;Vila Prudente;Jul;64
2022;Verde;Tamanduateí;Jul;59
2022;Verde;Sacomã;Jul;34
2022;Verde;Alto do Ipiranga;Jul;15
2022;Verde;Santos-Imigrantes;Jul;11
2022;Verde;Chácara Klabin;Jul;64
2022;Verde;Ana Rosa;Jul;52
2022;Verde;Paraíso;Jul;53
2022;Verde;Brigadeiro;Jul;41
2022;Verde;Trianon-Masp;Jul;36
2022;Verde;Consolação;Jul;79
2022;Verde;Clínicas;Jul;17
2022;Verde;Santuário N.S. de Fátima-Sumaré;Jul;8
2022;Verde;Vila Madalena;Jul;16
2022;Vermelha;Corinthians-Itaquera;Jul;69
2022;Vermelha;Artur Alvim;Jul;49
2022;Vermelha;Patriarca;Jul;18
2022;Vermelha;Guilhermina-Esperança;Jul;18
2022;Vermelha;Vila Matilde;Jul;22
2022;Vermelha;Penha;Jul;24
2022;Vermelha;Carrão;Jul;36
2022;Vermelha;Tatuapé;Jul;69
2022;Vermelha;Belém;Jul;32
2022;Vermelha;Bresser-Mooca;Jul;26
2022;Vermelha;Brás;Jul;74
2022;Vermelha;Pedro II;Jul;15
2022;Vermelha;Sé;Jul;174
2022;Vermelha;Anhangabaú;Jul;44
2022;Vermelha;República;Jul;105
2022;Vermelha;Santa Cecília;Jul;20
2022;Vermelha;Marechal Deodoro;Jul;23
2022;Vermelha;Palmeiras-Barra Funda;Jul;129
2022;Prata;Vila Prudente;Jul;49
2022;Prata;Oratório;Jul;5
2022;Prata;São Lucas;Jul;4
2022;Prata;Camilo Haddad;Jul;3
2022;Prata;Vila Tolstói;Jul;4
2022;Prata;Jardim Colonial;Jul;4
2021;Azul;Jabaquara;Jul;48
2021;Azul;Conceição;Jul;15
2021;Azul;São Judas;Jul;9
2021;Azul;Saúde;Jul;16
2021;Azul;Praça da Árvore;Jul;10
2021;Azul;Santa Cruz;Jul;63
2021;Azul;Vila Mariana;Jul;10
2021;Azul;Ana Rosa;Jul;42
2021;Azul;Paraíso;Jul;52
2021;Azul;Vergueiro;Jul;15
2021;Azul;São Joaquim;Jul;13
2021;Azul;Japão-Liberdade;Jul;12
2021;Azul;Sé;Jul;119
2021;Azul;São Bento;Jul;36
2021;Azul;Luz;Jul;69
2021;Azul;Tiradentes;Jul;8
2021;Azul;Armênia;Jul;15
2021;Azul;Portuguesa-Tietê;Jul;29
2021;Azul;Carandiru;Jul;6
2021;Azul;Santana;Jul;33
2021;Azul;Jardim São Paulo-Ayrton Senna;Jul;6
2021;Azul;Parada Inglesa;Jul;7
2021;Azul;Tucuruvi;Jul;36
2021;Verde;Vila Prudente;Jul;44
2021;Verde;Tamanduateí;Jul;43
2021;Verde;Sacomã;Jul;25
2021;Verde;Alto do Ipiranga;Jul;10
2021;Verde;Santos-Imigrantes;Jul;8
2021;Verde;Chácara Klabin;Jul;43
2021;Verde;Ana Rosa;Jul;37
2021;Verde;Paraíso;Jul;38
2021;Verde;Brigadeiro;Jul;25
2021;Verde;Trianon-Masp;Jul;21
2021;Verde;Consolação;Jul;50
2021;Verde;Clínicas;Jul;13
2021;Verde;Santuário N.S. de Fátima-Sumaré;Jul;5
2021;Verde;Vila Madalena;Jul;10
2021;Vermelha;Corinthians-Itaquera;Jul;53
2021;Vermelha;Artur Alvim;Jul;38
2021;Vermelha;Patriarca;Jul;14
2021;Vermelha;Guilhermina-Esperança;Jul;13
2021;Vermelha;Vila Matilde;Jul;16
2021;Vermelha;Penha;Jul;18
2021;Vermelha;Carrão;Jul;27
2021;Vermelha;Tatuapé;Jul;51
2021;Prata;Vila Prudente;Jul;35
2021;Prata;Oratório;Jul;4
2021;Prata;São Lucas;Jul;3
2021;Prata;Camilo Haddad;Jul;2
2021;Prata;Vila Tolstói;Jul;3
2021;Prata;Vila União;Jul;4
2021;Prata;Sapopemba;Jul;5
2021;Prata;São Mateus;Jul;13
2020;Azul;Jabaquara;Jul;35
2020;Azul;Conceição;Jul;12
2020;Azul;São Judas;Jul;6
2020;Azul;Saúde;Jul;12
2020;Azul;Praça da Árvore;Jul;7
2020;Azul;Santa Cruz;Jul;43
2020;Azul;Vila Mariana;Jul;7
2020;Azul;Ana Rosa;Jul;29
2020;Azul;Paraíso;Jul;35
2020;Azul;Vergueiro;Jul;12
2020;Azul;São Joaquim;Jul;9
2020;Azul;Japão-Liberdade;Jul;9
2020;Azul;Sé;Jul;92
2020;Azul;São Bento;Jul;25
2020;Azul;Luz;Jul;49
2020;Azul;Tiradentes;Jul;6
2020;Azul;Armênia;Jul;11
2020;Azul;Portuguesa-Tietê;Jul;20
2020;Azul;Carandiru;Jul;5
2020;Azul;Santana;Jul;25
2020;Azul;Jardim São Paulo-Ayrton Senna;Jul;4
2020;Azul;Parada Inglesa;Jul;5
2020;Azul;Tucuruvi;Jul;27
2020;Verde;Vila Prudente;Jul;25
2020;Verde;Tamanduateí;Jul;30
2020;Verde;Sacomã;Jul;18
2020;Verde;Alto do Ipiranga;Jul;7
2020;Verde;Santos-Imigrantes;Jul;6
2020;Verde;Chácara Klabin;Jul;28
2020;Verde;Ana Rosa;Jul;27
2020;Verde;Paraíso;Jul;28
2020;Verde;Brigadeiro;Jul;18
2020;Verde;Trianon-Masp;Jul;14
2020;Verde;Consolação;Jul;34
2020;Verde;Clínicas;Jul;10
2020;Verde;Santuário N.S. de Fátima-Sumaré;Jul;3
2020;Verde;Vila Madalena;Jul;7
2020;Vermelha;Corinthians-Itaquera;Jul;44
2020;Vermelha;Artur Alvim;Jul;29
2020;Vermelha;Patriarca;Jul;10
2020;Vermelha;Guilhermina-Esperança;Jul;10
2020;Vermelha;Vila Matilde;Jul;12
2020;Vermelha;Penha;Jul;14
2020;Vermelha;Carrão;Jul;19
2020;Vermelha;Tatuapé;Jul;35
2020;Vermelha;Belém;Jul;19
2020;Vermelha;Bresser-Mooca;Jul;16
2020;Vermelha;Brás;Jul;57
2020;Vermelha;Pedro II;Jul;11
2020;Vermelha;Sé;Jul;90
